{uuid},{properties.title},{properties.url},{properties.guardian},{properties.description},{properties.type},{properties.id},{properties.thumbnail},{latitude},{longitude},"{$.@id=""https://w3id.org/locolligo/VisitPlus-UK""}","{$.indexing=""indexing_VisitPlus-UK.json""}"
934,"St Martin's Church, Haddington",https://www.historicenvironment.scot/visit-a-place/places/st-martins-kirk-haddington,Historic Environment (Scotland),,,PIC162,,55.95607927,-2.768762991,,
935,"St Mary's Chapel, Crosskirk",https://www.historicenvironment.scot/visit-a-place/places/st-marys-chapel-crosskirk,Historic Environment (Scotland),,,PIC318,,58.60775416,-3.679859245,,
936,"St Mary's Chapel, Rothesay",https://www.historicenvironment.scot/visit-a-place/places/st-marys-chapel-rothesay,Historic Environment (Scotland),,,PIC127,,55.82850223,-5.057049832,,
937,St Mary's Church Grandtully,https://www.historicenvironment.scot/visit-a-place/places/st-marys-church-grandtully,Historic Environment (Scotland),,,PIC037,,56.6342539,-3.815541001,,
938,"St Mary's Church, Kirkheugh, St Andrews",https://www.historicenvironment.scot/visit-a-place/places/st-marys-church-kirkheugh-st-andrews,Historic Environment (Scotland),,,PIC038,,56.33983533,-2.7851003,,
939,"St Mary's Church, Auchindoir",https://www.historicenvironment.scot/visit-a-place/places/st-marys-kirk-auchindoir,Historic Environment (Scotland),,,PIC266,,57.30857786,-2.868675751,,
940,St Ninian's Cave,https://www.historicenvironment.scot/visit-a-place/places/st-ninians-cave,Historic Environment (Scotland),,,PIC214,,54.69400789,-4.449219779,,
941,St Ninian's Chapel,https://www.historicenvironment.scot/visit-a-place/places/st-ninians-chapel,Historic Environment (Scotland),,,PIC215,,54.69807431,-4.360737111,,
942,Stones of Stenness,https://www.historicenvironment.scot/visit-a-place/places/stones-of-stenness-circle-and-henge,Historic Environment (Scotland),,,PIC321,,58.99398012,-3.208168989,,
943,St Orland's Stone,https://www.historicenvironment.scot/visit-a-place/places/st-orlands-stone,Historic Environment (Scotland),,,PIC039,,56.63812978,-2.97845087,,
944,"St Peter's Church, Duffus",https://www.historicenvironment.scot/visit-a-place/places/st-peters-kirk-and-parish-cross-duffus,Historic Environment (Scotland),,,PIC264,,57.70008026,-3.385569936,,
945,Dupplin Cross,https://www.historicenvironment.scot/visit-a-place/places/st-serfs-church-and-dupplin-cross,Historic Environment (Scotland),,,PIC066,,56.31261689,-3.587409991,,
946,"St Serf's Church, Dunning",https://www.historicenvironment.scot/visit-a-place/places/st-serfs-church-and-dupplin-cross,Historic Environment (Scotland),,,PIC100,,56.31263743,-3.587242934,,
947,St Triduana's Aisle,https://www.historicenvironment.scot/visit-a-place/places/st-triduanas-chapel-restalrig-collegiate-church,Historic Environment (Scotland),,,PIC163,,55.95787448,-3.149458371,,
948,St Vigeans Stones (& Museum),https://www.historicenvironment.scot/visit-a-place/places/st-vigeans-stones-and-museum,Historic Environment (Scotland),,,PIC041,,56.5770805,-2.590386353,,
949,Sueno's Stone,https://www.historicenvironment.scot/visit-a-place/places/suenos-stone,Historic Environment (Scotland),,,PIC268,,57.61566241,-3.597739178,,
950,Sunnybrae Cottage,https://www.historicenvironment.scot/visit-a-place/places/sunnybrae-cottage,Historic Environment (Scotland),,,PIC044,,56.70431873,-3.738676477,,
951,Sweetheart Abbey & Precinct Walls,https://www.historicenvironment.scot/visit-a-place/places/sweetheart-abbey,Historic Environment (Scotland),,,PIC216,,54.97998788,-3.618495321,,
952,Tantallon Castle,https://www.historicenvironment.scot/visit-a-place/places/tantallon-castle,Historic Environment (Scotland),,,PIC164,,56.05582389,-2.652144183,,
953,Tarves Tomb,https://www.historicenvironment.scot/visit-a-place/places/tarves-tomb,Historic Environment (Scotland),,,PIC269,,57.37088531,-2.21940119,,
954,Taversoe Tuick Chambered Cairn,https://www.historicenvironment.scot/visit-a-place/places/taversoee-tuick-chambered-cairn,Historic Environment (Scotland),,,PIC322,,59.13140094,-3.004905297,,
955,Tealing Dovecot,https://www.historicenvironment.scot/visit-a-place/places/tealing-dovecot,Historic Environment (Scotland),,,PIC045,,56.53138999,-2.956397169,,
956,Tealing Souterrain,https://www.historicenvironment.scot/visit-a-place/places/tealing-earth-house,Historic Environment (Scotland),,,PIC046,,56.53184666,-2.957217456,,
957,Arnol Blackhouse No. 39,https://www.historicenvironment.scot/visit-a-place/places/the-blackhouse-arnol,Historic Environment (Scotland),,,PIC272,,58.34918277,-6.59886569,,
958,Arnol Blackhouse No. 42,https://www.historicenvironment.scot/visit-a-place/places/the-blackhouse-arnol,Historic Environment (Scotland),,,PIC273,,58.34900465,-6.598248078,,
959,Threave Castle,https://www.historicenvironment.scot/visit-a-place/places/threave-castle,Historic Environment (Scotland),,,PIC217,,54.93921488,-3.969042482,,
960,Tolquhon Castle,https://www.historicenvironment.scot/visit-a-place/places/tolquhon-castle,Historic Environment (Scotland),,,PIC270,,57.34846994,-2.213947974,,
961,Tomnaverie Stone Circle,https://www.historicenvironment.scot/visit-a-place/places/tomnaverie-stone-circle,Historic Environment (Scotland),,,PIC271,,57.11958628,-2.847849717,,
962,Torhouse Stone Circle,https://www.historicenvironment.scot/visit-a-place/places/torhouse-stone-circle,Historic Environment (Scotland),,,PIC218,,54.87700486,-4.522478941,,
963,Tormiston Mill,https://www.historicenvironment.scot/visit-a-place/places/tormiston-mill,Historic Environment (Scotland),,,PIC336,,58.99511391,-3.185024732,,
964,Torphichen Preceptory,https://www.historicenvironment.scot/visit-a-place/places/torphichen-preceptory,Historic Environment (Scotland),,,PIC165,,55.93476854,-3.652184898,,
965,Torr a'Chaisteal,https://www.historicenvironment.scot/visit-a-place/places/torr-achaisteal-dun,Historic Environment (Scotland),,,PIC104,,55.45901477,-5.288523501,,
966,Torrylin Cairn,https://www.historicenvironment.scot/visit-a-place/places/torrylin-cairn,Historic Environment (Scotland),,,PIC105,,55.44072364,-5.234198489,,
967,Trinity House,https://www.historicenvironment.scot/visit-a-place/places/trinity-house,Historic Environment (Scotland),,,PIC225,,55.97220515,-3.171339308,,
968,Tullibardine Chapel,https://www.historicenvironment.scot/visit-a-place/places/tullibardine-chapel,Historic Environment (Scotland),,,PIC106,,56.30106004,-3.763718772,,
969,Knowe of Unstan Chambered Cairn,https://www.historicenvironment.scot/visit-a-place/places/unstan-chambered-cairn,Historic Environment (Scotland),,,PIC302,,58.9865767,-3.24939955,,
970,Urquhart Castle,https://www.historicenvironment.scot/visit-a-place/places/urquhart-castle,Historic Environment (Scotland),,,PIC323,,57.32419878,-4.443723956,,
971,Wanlockhead Beam Engine,https://www.historicenvironment.scot/visit-a-place/places/wanlockhead-beam-engine,Historic Environment (Scotland),,,PIC128,,55.39908877,-3.785501375,,
972,"West Port, St Andrews",https://www.historicenvironment.scot/visit-a-place/places/west-port-st-andrews,Historic Environment (Scotland),,,PIC047,,56.33871559,-2.800718444,,
973,Westquarter Dovecot,https://www.historicenvironment.scot/visit-a-place/places/westquarter-dovecot,Historic Environment (Scotland),,,PIC166,,55.98908132,-3.743526808,,
974,"Westside Church, Tuquoy",https://www.historicenvironment.scot/visit-a-place/places/westside-church-tuquoy,Historic Environment (Scotland),,,PIC324,,59.27137206,-2.957690307,,
975,Monreith Cross,https://www.historicenvironment.scot/visit-a-place/places/whithorn-priory-and-museum,Historic Environment (Scotland),,,PIC207,,54.73336101,-4.416770082,,
976,Whithorn Crosses (& Museum),https://www.historicenvironment.scot/visit-a-place/places/whithorn-priory-and-museum,Historic Environment (Scotland),,,PIC219,,54.73360488,-4.416558999,,
977,Whithorn Priory,https://www.historicenvironment.scot/visit-a-place/places/whithorn-priory-and-museum,Historic Environment (Scotland),,,PIC220,,54.73312572,-4.417515255,,
978,Wideford Hill Chambered Cairn,https://www.historicenvironment.scot/visit-a-place/places/wideford-hill-chambered-cairn,Historic Environment (Scotland),,,PIC325,,58.99189673,-3.030114009,,
979,Banqueting House Whitehall,https://www.hrp.org.uk/banqueting-house/,Historic Royal Palaces,,Palace,,,51.50397086,-0.126405135,,
980,Hampton Court,https://www.hrp.org.uk/hampton-court-palace/,Historic Royal Palaces,,Palace,,,51.40374037,-0.337691804,,
981,Hilsborough Castle and Gardens,https://www.hrp.org.uk/hillsborough-castle/,Historic Royal Palaces,,House,,,54.46112567,-6.093020031,,
982,Kensington Palace,https://www.hrp.org.uk/kensington-palace/,Historic Royal Palaces,,Palace,,,51.50494344,-0.188374381,,
983,Kew Palace,https://www.hrp.org.uk/kew-palace/,Historic Royal Palaces,,Palace,,,51.48490788,-0.291503292,,
984,Tower of London,https://www.hrp.org.uk/tower-of-london/,Historic Royal Palaces,,Castle/Palace,,,51.50854694,-0.07573787,,
985,Maghera Church,https://www.magheraparish.co.uk/,Historic Environment (Northern Ireland),,Londonderry,LDY 036:006,,54.842731,-6.670038,,
986,Creggandevesky Court Tomb,https://www.megalithic.co.uk/article.php?sid=10088,Historic Environment (Northern Ireland),,Tyrone,TYR 037:014,,54.619416,-7.000805,,
987,Millin Bay Cairn,https://www.megalithic.co.uk/article.php?sid=1139,Historic Environment (Northern Ireland),,Down,DOW 032:015,,54.368162,-5.494493,,
988,Ballybriest Wedge Tomb,https://www.megalithic.co.uk/article.php?sid=20177,Historic Environment (Northern Ireland),,Londonderry,LDY 045:002,,54.738245,-6.817656,,
989,Ossian's Grave,https://www.megalithic.co.uk/article.php?sid=32105,Historic Environment (Northern Ireland),,Antrim,ANT 019:006,,55.088675,-6.101288,,
990,Ballywholan Portal Tomb: Carnfadrig,https://www.megalithic.co.uk/article.php?sid=32753,Historic Environment (Northern Ireland),,Tyrone,TYR 065:003,,54.386262,-7.145781,,
991,Dunnaman Court Tomb,https://www.megalithic.co.uk/article.php?sid=33732,Historic Environment (Northern Ireland),,Down,DOW 055:030,,54.068519,-6.032572,,
992,Mobuy 'Standing Stone',https://www.megalithic.co.uk/article.php?sid=3397,Historic Environment (Northern Ireland),,Londonderry,LDY 045:001,,54.715126,-6.786302,,
993,Ballywholan Dual Court Tomb: Carnagat,https://www.megalithic.co.uk/article.php?sid=6333353,Historic Environment (Northern Ireland),,Tyrone,TYR 065:002,,54.368777,-7.124173,,
994,Tirnony Dolmen,https://www.megalithic.co.uk/article.php?sid=6333422,Historic Environment (Northern Ireland),,Londonderry,LDY 036:010,,54.85616,-6.692175,,
995,2 Willow Road,https://www.nationaltrust.org.uk/2-willow-road,National Trust,Innovative and influential Modernist home from 1939,,374,,51.557499,-0.16861,,
996,575 Wandsworth Road,https://www.nationaltrust.org.uk/575-wandsworth-road,National Trust,An extraordinary home and an intriguing work of art,,4504,,51.46979,-0.140628,,
997,Aberconwy House,https://www.nationaltrust.org.uk/aberconwy-house,National Trust,14th-century merchant's house,,2,,53.282101,-3.82732,,
998,Aberdulais Tin Works and Waterfall,https://www.nationaltrust.org.uk/aberdulais-tin-works-and-waterfall,National Trust,"An Industrial Revolution, powered by water since 1584!",,3,,51.680698,-3.77791,,
999,Abereiddi to Abermawr,https://www.nationaltrust.org.uk/abereiddi-to-abermawr,National Trust,"Blue Lagoon, beaches, rocks and ruins; this wild stretch of coastline is where industry and adventure combine. Dive right into the past and see how stone quarries have paved the way for thrill-seekers.",,5409,,51.93824,-5.207767,,
1000,Abergwesyn Common,https://www.nationaltrust.org.uk/abergwesyn-common,National Trust,A wild and ancient landscape with far-reaching views,,5051,,52.160639,-3.676753,,
1001,Abinger Roughs and Netley Park,https://www.nationaltrust.org.uk/abinger-roughs-and-netley-park,National Trust,"Hidden woods with ancient trees and flower-sprinkled grasslands, just off the North Downs and Pilgrims Ways",,6120,,51.22138228,-0.43698789,,
1002,Acorn Bank,https://www.nationaltrust.org.uk/acorn-bank,National Trust,Delightful garden renowned for its herbs and fruit orchards,,5,,54.646301,-2.59228,,
1003,Aira Force and Ullswater,https://www.nationaltrust.org.uk/aira-force-and-ullswater,National Trust,Aira Force is a showcase for the power and beauty of nature; it's a place to escape the ordinary.,,343,,54.5751,-2.92949,,
1004,A la Ronde,https://www.nationaltrust.org.uk/a-la-ronde,National Trust,"Quirky 18th-century, 16 sided house with fascinating interior decoration and collections",,1,,50.641718,-3.408798,,
1005,Alderley Edge and Cheshire Countryside,https://www.nationaltrust.org.uk/alderley-edge-and-cheshire-countryside,National Trust,"Dramatic red sandstone escarpment, with impressive views",,473,,53.296501,-2.21235,,
1006,Alfriston Clergy House,https://www.nationaltrust.org.uk/alfriston-clergy-house,National Trust,The first building saved forever for the nation by the National Trust ,,6,,50.803299,0.16206,,
1007,Allan Bank and Grasmere,https://www.nationaltrust.org.uk/allan-bank-and-grasmere,National Trust,The loveliest spot that man hath ever found,,5215,,54.460536,-3.029754,,
1008,Allen Banks and Staward Gorge,https://www.nationaltrust.org.uk/allen-banks-and-staward-gorge,National Trust,Gorge of the River Allen with ornamental and ancient woodland,,7,,54.964001,-2.31392,,
1009,Ambleside,https://www.nationaltrust.org.uk/ambleside,National Trust,Family fun and adventure in the heart of the English Lake District,,5231,,54.417745,-2.956934,,
1010,"Anglesey Abbey, Gardens and Lode Mill",https://www.nationaltrust.org.uk/anglesey-abbey-gardens-and-lode-mill,National Trust,Jacobean-style house with gardens and a working watermill,,9,,52.235915,0.2448,,
1011,Antony,https://www.nationaltrust.org.uk/antony,National Trust,"18th-Century house set within a magnificent landscape garden, still home to the Carew Pole family",,10,,50.3848,-4.22563,,
1012,Ardress House,https://www.nationaltrust.org.uk/ardress-house,National Trust,17th-century house with elegant 18th-century decoration and a traditional farmyard,,11,,54.442902,-6.59239,,
1013,Arlington Court and the National Trust Carriage Museum,https://www.nationaltrust.org.uk/arlington-court-and-the-national-trust-carriage-museum,National Trust,"Intriguing Regency house and impressive collection of horse-drawn vehicles, set in a picturesque garden",,12,,51.145699,-3.98588,,
1014,Arnside and Silverdale,https://www.nationaltrust.org.uk/arnside-and-silverdale,National Trust,A place to explore miles of coastal countryside from clifftops to woodland and wildflower meadows.,,5159,,54.189403,-2.844373,,
1015,Ascott,https://www.nationaltrust.org.uk/ascott,National Trust,"Half-timbered house originating from 1606, transformed by the Rothschilds in the late 19th century, containing superb collections.",,14,,51.895802,-0.70058,,
1016,Ashclyst Forest,https://www.nationaltrust.org.uk/ashclyst-forest,National Trust,A magical forest on the Killerton estate and one of the largest woods in East Devon.,,6220,,50.7875671,-3.421156,,
1017,Ashdown,https://www.nationaltrust.org.uk/ashdown,National Trust,Unusual Dutch-style house on the Berkshire Downs,,15,,51.535999,-1.59116,,
1018,Ashleworth Tithe Barn,https://www.nationaltrust.org.uk/ashleworth-tithe-barn,National Trust,15th-century tithe barn,,16,,51.924198,-2.26572,,
1019,Ashridge Estate,https://www.nationaltrust.org.uk/ashridge-estate,National Trust,"Ancient trees, rolling chalk downlands and lush meadows in an area of outstanding natural beauty",,17,,51.805599,-0.58542,,
1020,Attingham Park,https://www.nationaltrust.org.uk/attingham-park,National Trust,An 18th-century estate for all seasons with 200 acres of parkland and Regency Mansion,,18,,52.685842,-2.671193,,
1021,Attingham Park Estate: Cronkhill,https://www.nationaltrust.org.uk/attingham-park-estate-cronkhill,National Trust,One of the first and finest examples of John Nash's Italianate villa designs,,2507,,52.669399,-2.68733,,
1022,Attingham Park Estate: Town Walls Tower,https://www.nationaltrust.org.uk/attingham-park-estate-town-walls-tower,National Trust,Shrewsbury's last remaining watchtower,,332,,52.705002,-2.75512,,
1023,Avebury,https://www.nationaltrust.org.uk/avebury,National Trust,"Ancient stone circle, museum and manor house in the heart of the Avebury World Heritage Site",,19,,51.427502,-1.85611,,
